Crop,Season,State,Annual_Rainfall,Fertilizer,Pesticide
Sesamum,Kharif     ,Karnataka,1422.3,5318376.64,11456.68
Small millets,Kharif     ,Karnataka,1422.3,8996960.56,19380.97
Soyabean,Kharif     ,Karnataka,1422.3,57857356,124634.5
Sugarcane,Whole Year ,Karnataka,1422.3,73606030.4,158559.8
Sunflower,Kharif     ,Karnataka,1422.3,18196597.92,39198.54
Sunflower,Rabi       ,Karnataka,1422.3,4321996.88,9310.31
Sunflower,Summer     ,Karnataka,1422.3,770687.12,1660.19
Sweet potato,Whole Year ,Karnataka,1422.3,876834.8,1888.85
Tapioca,Whole Year ,Karnataka,1422.3,147713.6,318.2
Tobacco,Whole Year ,Karnataka,1422.3,16399473.04,35327.23
Turmeric,Whole Year ,Karnataka,1422.3,3562302.4,7673.8
Urad,Kharif     ,Karnataka,1422.3,11767792.88,25349.81
Urad,Rabi       ,Karnataka,1422.3,493810,1063.75
Urad,Summer     ,Karnataka,1422.3,38302.48,82.51
Wheat,Rabi       ,Karnataka,1422.3,27192871.44,58578.03
Arecanut,Whole Year ,Kerala,3119.2,16647150.96,35860.77
Arhar/Tur,Whole Year ,Kerala,3119.2,53760.88,115.81
Banana,Whole Year ,Kerala,3119.2,10422053.28,22450.86
Black pepper,Whole Year ,Kerala,3119.2,14387476.4,30993.05
Cardamom,Whole Year ,Kerala,3119.2,6818356.72,14687.89
Cashewnut,Whole Year ,Kerala,3119.2,6852880.48,14762.26
Coconut ,Whole Year ,Kerala,3119.2,130670885.8,281487.12
Cotton(lint),Whole Year ,Kerala,3119.2,9275.04,19.98
Garlic,Whole Year ,Kerala,3119.2,32806.16,70.67
Ginger,Whole Year ,Kerala,3119.2,484191.44,1043.03
Gram,Whole Year ,Kerala,3119.2,103056,222
Groundnut,Whole Year ,Kerala,3119.2,20095.92,43.29
Jowar,Whole Year ,Kerala,3119.2,48951.6,105.45
Maize,Whole Year ,Kerala,3119.2,19408.88,41.81
Other  Rabi pulses,Rabi       ,Kerala,3119.2,215730.56,464.72
Other Kharif pulses,Kharif     ,Kerala,3119.2,15630.16,33.67
Potato,Whole Year ,Kerala,3119.2,84162.4,181.3
Ragi,Whole Year ,Kerala,3119.2,36584.88,78.81
Rice,Autumn     ,Kerala,3119.2,9600525.2,20681.15
Rice,Summer     ,Kerala,3119.2,10478390.56,22572.22
Rice,Winter     ,Kerala,3119.2,13960481.04,30073.23
Sesamum,Whole Year ,Kerala,3119.2,35715.7744,76.9378
Small millets,Kharif     ,Kerala,3119.2,5152.8,11.1
Small millets,Rabi       ,Kerala,3119.2,4637.52,9.99
Sugarcane,Whole Year ,Kerala,3119.2,163178.8704,351.5148
Sunflower,Whole Year ,Kerala,3119.2,171.76,0.37
Sweet potato,Whole Year ,Kerala,3119.2,33321.44,71.78
Tapioca,Whole Year ,Kerala,3119.2,10661143.2,22965.9
Tobacco,Whole Year ,Kerala,3119.2,1374.08,2.96
Turmeric,Whole Year ,Kerala,3119.2,391097.52,842.49
Wheat,Whole Year ,Kerala,3119.2,171.76,0.37
Arecanut,Whole Year ,Tamil Nadu,910.1,1175353.68,2531.91
Arhar/Tur,Kharif     ,Tamil Nadu,910.1,6684899.2,14400.4
Arhar/Tur,Rabi       ,Tamil Nadu,910.1,497073.44,1070.78
Bajra,Kharif     ,Tamil Nadu,910.1,8639184.48,18610.26
Bajra,Rabi       ,Tamil Nadu,910.1,2953241.44,6361.78
Banana,Whole Year ,Tamil Nadu,910.1,15877494.4,34202.8
Black pepper,Whole Year ,Tamil Nadu,910.1,1044300.8,2249.6
Cardamom,Whole Year ,Tamil Nadu,910.1,658012.56,1417.47
Cashewnut,Whole Year ,Tamil Nadu,910.1,14423889.52,31071.49
Castor seed,Kharif     ,Tamil Nadu,910.1,903285.84,1945.83
Coconut ,Whole Year ,Tamil Nadu,910.1,75391475.6,162405.95
Coriander,Whole Year ,Tamil Nadu,910.1,1270508.72,2736.89
Cotton(lint),Kharif     ,Tamil Nadu,910.1,16605928.56,35771.97
Cotton(lint),Rabi       ,Tamil Nadu,910.1,12507047.92,26942.29
Cowpea(Lobia),Kharif     ,Tamil Nadu,910.1,8223353.52,17714.49
Cowpea(Lobia),Rabi       ,Tamil Nadu,910.1,3084637.84,6644.83
Dry chillies,Whole Year ,Tamil Nadu,910.1,8242934.16,17756.67
Garlic,Whole Year ,Tamil Nadu,910.1,246132.08,530.21
Ginger,Whole Year ,Tamil Nadu,910.1,33149.68,71.41
Gram,Rabi       ,Tamil Nadu,910.1,953611.52,2054.24
Groundnut,Kharif     ,Tamil Nadu,910.1,35925149.84,77388.83
Groundnut,Rabi       ,Tamil Nadu,910.1,23614251.84,50869.08
Horse-gram,Kharif     ,Tamil Nadu,910.1,418922.64,902.43
Horse-gram,Rabi       ,Tamil Nadu,910.1,13160079.44,28349.03
Jowar,Kharif     ,Tamil Nadu,910.1,39821697.2,85782.65
Jowar,Rabi       ,Tamil Nadu,910.1,37470302.8,80717.35
Maize,Kharif     ,Tamil Nadu,910.1,28956503.12,62377.19
Maize,Rabi       ,Tamil Nadu,910.1,28336621.28,61041.86
Moong(Green Gram),Kharif     ,Tamil Nadu,910.1,3907024.72,8416.39
Moong(Green Gram),Rabi       ,Tamil Nadu,910.1,25625046.16,55200.67
Onion,Kharif     ,Tamil Nadu,910.1,1912891.12,4120.69
Onion,Rabi       ,Tamil Nadu,910.1,3892596.88,8385.31
Other  Rabi pulses,Rabi       ,Tamil Nadu,910.1,3711733.6,7995.7
Other Cereals,Kharif     ,Tamil Nadu,910.1,373062.72,803.64
Other Cereals,Rabi       ,Tamil Nadu,910.1,926129.92,1995.04
Other Kharif pulses,Kharif     ,Tamil Nadu,910.1,5570176.8,11999.1
Potato,Kharif     ,Tamil Nadu,910.1,498104,1073
Potato,Rabi       ,Tamil Nadu,910.1,191168.88,411.81
Ragi,Kharif     ,Tamil Nadu,910.1,10932524,23550.5
Ragi,Rabi       ,Tamil Nadu,910.1,3588925.2,7731.15
Rapeseed &Mustard,Rabi       ,Tamil Nadu,910.1,23531.12,50.69
Rice,Autumn     ,Tamil Nadu,910.1,35474451.6,76417.95
Rice,Summer     ,Tamil Nadu,910.1,58396682.4,125796.3
Rice,Winter     ,Tamil Nadu,910.1,233745092.3,503526.34
Sesamum,Kharif     ,Tamil Nadu,910.1,2082246.48,4485.51
Sesamum,Rabi       ,Tamil Nadu,910.1,7024125.2,15131.15
Small millets,Kharif     ,Tamil Nadu,910.1,3079313.28,6633.36
Sugarcane,Whole Year ,Tamil Nadu,910.1,22536114.32,48546.59
Sunflower,Kharif     ,Tamil Nadu,910.1,28855.68,62.16
Sunflower,Rabi       ,Tamil Nadu,910.1,699922,1507.75
Sweet potato,Whole Year ,Tamil Nadu,910.1,100479.6,216.45
Tapioca,Whole Year ,Tamil Nadu,910.1,13937121.68,30022.91
Tobacco,Whole Year ,Tamil Nadu,910.1,284778.08,613.46
Turmeric,Whole Year ,Tamil Nadu,910.1,3165880.32,6819.84
Urad,Kharif     ,Tamil Nadu,910.1,7316460.72,15760.89
Urad,Rabi       ,Tamil Nadu,910.1,62301817.76,134208.62
Arhar/Tur,Autumn     ,Odisha,1496.6,2438350.57,7942.51
Arhar/Tur,Summer     ,Odisha,1496.6,8237820.03,26833.29
Arhar/Tur,Winter     ,Odisha,1496.6,11092349.01,36131.43
Groundnut,Autumn     ,Odisha,1496.6,3565258.54,11613.22
Groundnut,Summer     ,Odisha,1496.6,3781008.93,12315.99
Groundnut,Winter     ,Odisha,1496.6,776301.69,2528.67
Horse-gram,Summer     ,Odisha,1496.6,90601.84,295.12
Horse-gram,Winter     ,Odisha,1496.6,10923517.43,35581.49
Jute,Autumn     ,Odisha,1496.6,8756591.7,28523.1
Maize,Autumn     ,Odisha,1496.6,4886884.33,15918.19
Maize,Summer     ,Odisha,1496.6,110777.88,360.84
Maize,Winter     ,Odisha,1496.6,13704.48,44.64
Potato,Whole Year ,Odisha,1496.6,845775.79,2754.97
Ragi,Autumn     ,Odisha,1496.6,3995902.79,13015.97
Ragi,Summer     ,Odisha,1496.6,57387.51,186.93
Ragi,Winter     ,Odisha,1496.6,3539467.47,11529.21
Sesamum,Autumn     ,Odisha,1496.6,693408.62,2258.66
Sesamum,Summer     ,Odisha,1496.6,1532808.02,4992.86
Sesamum,Winter     ,Odisha,1496.6,4620598.67,15050.81
Sugarcane,Winter     ,Odisha,1496.6,1777965.94,5791.42
Urad,Autumn     ,Odisha,1496.6,3056003.87,9954.41
Urad,Summer     ,Odisha,1496.6,197668.09,643.87
Urad,Winter     ,Odisha,1496.6,11288875.06,36771.58
Wheat,Rabi       ,Odisha,1496.6,491267.54,1600.22
Arhar/Tur,Kharif     ,Andhra Pradesh,927.5,29873863,97309
Arhar/Tur,Rabi       ,Andhra Pradesh,927.5,333095,1085
Bajra,Kharif     ,Andhra Pradesh,927.5,8508198,27714
Castor seed,Kharif     ,Andhra Pradesh,927.5,16140832,52576
Cotton(lint),Kharif     ,Andhra Pradesh,927.5,86252571,280953
Dry chillies,Kharif     ,Andhra Pradesh,927.5,11239577,36611
Dry chillies,Rabi       ,Andhra Pradesh,927.5,5196282,16926
Gram,Rabi       ,Andhra Pradesh,927.5,13951922,45446
Groundnut,Kharif     ,Andhra Pradesh,927.5,144087380,469340
Groundnut,Rabi       ,Andhra Pradesh,927.5,30444883,99169
Horse-gram,Kharif     ,Andhra Pradesh,927.5,1865332,6076
Horse-gram,Rabi       ,Andhra Pradesh,927.5,8612885,28055
Jowar,Kharif     ,Andhra Pradesh,927.5,29436081,95883
Jowar,Rabi       ,Andhra Pradesh,927.5,45634015,148645
Maize,Kharif     ,Andhra Pradesh,927.5,29036367,94581
Maize,Rabi       ,Andhra Pradesh,927.5,8641436,28148
Mesta,Kharif     ,Andhra Pradesh,927.5,8165586,26598
Moong(Green Gram),Kharif     ,Andhra Pradesh,927.5,30149856,98208
Moong(Green Gram),Rabi       ,Andhra Pradesh,927.5,13038290,42470
Other  Rabi pulses,Rabi       ,Andhra Pradesh,927.5,323578,1054
Other Kharif pulses,Kharif     ,Andhra Pradesh,927.5,694741,2263
Ragi,Kharif     ,Andhra Pradesh,927.5,7918144,25792
Ragi,Rabi       ,Andhra Pradesh,927.5,1389482,4526
Rice,Kharif     ,Andhra Pradesh,927.5,226742525,738575
Rice,Rabi       ,Andhra Pradesh,927.5,106371509,346487
Sesamum,Kharif     ,Andhra Pradesh,927.5,5243867,17081
Sesamum,Rabi       ,Andhra Pradesh,927.5,7918144,25792
Small millets,Kharif     ,Andhra Pradesh,927.5,1094455,3565
Small millets,Rabi       ,Andhra Pradesh,927.5,285510,930
Sugarcane,Kharif     ,Andhra Pradesh,927.5,18320225,59675
Sunflower,Kharif     ,Andhra Pradesh,927.5,25543628,83204
Sunflower,Rabi       ,Andhra Pradesh,927.5,11001652,35836
Tobacco,Kharif     ,Andhra Pradesh,927.5,19214823,62589
Urad,Kharif     ,Andhra Pradesh,927.5,8413028,27404
Urad,Rabi       ,Andhra Pradesh,927.5,39305210,128030
Wheat,Rabi       ,Andhra Pradesh,927.5,1046870,3410
Arhar/Tur,Kharif     ,Bihar,1303.7,6176342.66,20118.38
Bajra,Kharif     ,Bihar,1303.7,560931.98,1827.14
Banana,Whole Year ,Bihar,1303.7,1731808.49,5641.07
Barley,Rabi       ,Bihar,1303.7,4076892.46,13279.78
Castor seed,Kharif     ,Bihar,1303.7,92029.39,299.77
Coriander,Whole Year ,Bihar,1303.7,294741.49,960.07
Cotton(lint),Kharif     ,Bihar,1303.7,19034,62
Dry chillies,Whole Year ,Bihar,1303.7,497834.27,1621.61
Garlic,Whole Year ,Bihar,1303.7,291981.56,951.08
Ginger,Kharif     ,Bihar,1303.7,59861.93,194.99
Gram,Rabi       ,Bihar,1303.7,11579333.9,37717.7
Groundnut,Kharif     ,Bihar,1303.7,499166.65,1625.95
Jowar,Kharif     ,Bihar,1303.7,297786.93,969.99
Jute,Kharif     ,Bihar,1303.7,14040144.59,45733.37
Linseed,Rabi       ,Bihar,1303.7,5735420.05,18682.15
Maize,Kharif     ,Bihar,1303.7,35688750,116250
Maize,Rabi       ,Bihar,1303.7,17312755.38,56393.34
Maize,Summer     ,Bihar,1303.7,13658988.74,44491.82
Mesta,Kharif     ,Bihar,1303.7,1889600.35,6155.05
Niger seed,Kharif     ,Bihar,1303.7,2355552.67,7672.81
Onion,Whole Year ,Bihar,1303.7,1718865.37,5598.91
Other  Rabi pulses,Rabi       ,Bihar,1303.7,536853.97,1748.71
Other Kharif pulses,Kharif     ,Bihar,1303.7,1497024.1,4876.3
Potato,Whole Year ,Bihar,1303.7,15995602.58,52102.94
Ragi,Whole Year ,Bihar,1303.7,7070369.64,23030.52
Rapeseed &Mustard,Rabi       ,Bihar,1303.7,9652902.76,31442.68
Rice,Autumn     ,Bihar,1303.7,71346189.07,232398.01
Rice,Summer     ,Bihar,1303.7,11841907.93,38572.99
Rice,Winter     ,Bihar,1303.7,403349874.7,1313843.24
Safflower,Rabi       ,Bihar,1303.7,45681.6,148.8
Sannhamp,Whole Year ,Bihar,1303.7,365833.48,1191.64
Sesamum,Kharif     ,Bihar,1303.7,1677656.76,5464.68
Small millets,Kharif     ,Bihar,1303.7,3676702.61,11976.23
Sugarcane,Whole Year ,Bihar,1303.7,10223542.08,33301.44
Sunflower,Rabi       ,Bihar,1303.7,1439160.74,4687.82
Sweet potato,Whole Year ,Bihar,1303.7,1343229.38,4375.34
Tobacco,Rabi       ,Bihar,1303.7,1956790.37,6373.91
Turmeric,Whole Year ,Bihar,1303.7,276373.68,900.24
Wheat,Rabi       ,Bihar,1303.7,196774443.7,640959.1
Arhar/Tur,Kharif     ,Gujarat,798.9,37649252,122636
Bajra,Kharif     ,Gujarat,798.9,87156686,283898
Bajra,Summer     ,Gujarat,798.9,17111566,55738
Banana,Whole Year ,Gujarat,798.9,1836781,5983
Castor seed,Kharif     ,Gujarat,798.9,1065904,3472
Castor seed,Whole Year ,Gujarat,798.9,32072290,104470
Cotton(lint),Whole Year ,Gujarat,798.9,144553713,470859
Dry chillies,Kharif     ,Gujarat,798.9,1751128,5704
Garlic,Whole Year ,Gujarat,798.9,1922434,6262
Gram,Rabi       ,Gujarat,798.9,11734461,38223
Groundnut,Kharif     ,Gujarat,798.9,173808971,566153
Groundnut,Summer     ,Gujarat,798.9,9507483,30969
Jowar,Kharif     ,Gujarat,798.9,19776326,64418
Jowar,Rabi       ,Gujarat,798.9,7213886,23498
Maize,Whole Year ,Gujarat,798.9,38048966,123938
Moong(Green Gram),Kharif     ,Gujarat,798.9,17016396,55428
Moth,Kharif     ,Gujarat,798.9,4615745,15035
Onion,Whole Year ,Gujarat,798.9,1989053,6479
Other  Rabi pulses,Rabi       ,Gujarat,798.9,275993,899
Other Kharif pulses,Kharif     ,Gujarat,798.9,1379965,4495
Potato,Whole Year ,Gujarat,798.9,2712345,8835
Ragi,Whole Year ,Gujarat,798.9,1798713,5859
Rapeseed &Mustard,Rabi       ,Gujarat,798.9,32890752,107136
Rice,Whole Year ,Gujarat,798.9,64011342,208506
Sesamum,Whole Year ,Gujarat,798.9,28132252,91636
Small millets,Kharif     ,Gujarat,798.9,1418033,4619
Sugarcane,Whole Year ,Gujarat,798.9,15703050,51150
Tobacco,Whole Year ,Gujarat,798.9,10563870,34410
Urad,Kharif     ,Gujarat,798.9,12505338,40734
Wheat,Rabi       ,Gujarat,798.9,66047980,215140
Arhar/Tur,Kharif     ,Madhya Pradesh,1189.1,33014473,107539
Bajra,Kharif     ,Madhya Pradesh,1189.1,13457038,43834
Barley,Rabi       ,Madhya Pradesh,1189.1,8679504,28272
Cotton(lint),Kharif     ,Madhya Pradesh,1189.1,48679455,158565
Groundnut,Kharif     ,Madhya Pradesh,1189.1,24020908,78244
Jowar,Kharif     ,Madhya Pradesh,1189.1,72529057,236251
Jowar,Rabi       ,Madhya Pradesh,1189.1,789911,2573
Linseed,Rabi       ,Madhya Pradesh,1189.1,36821273,119939
Maize,Kharif     ,Madhya Pradesh,1189.1,76925911,250573
Rapeseed &Mustard,Rabi       ,Madhya Pradesh,1189.1,66685619,217217
Sesamum,Kharif     ,Madhya Pradesh,1189.1,15960009,51987
Small millets,Kharif     ,Madhya Pradesh,1189.1,68760325,223975
Soyabean,Kharif     ,Madhya Pradesh,1189.1,425371832,1385576
Sunflower,Kharif     ,Madhya Pradesh,1189.1,856530,2790
Wheat,Rabi       ,Madhya Pradesh,1189.1,428988292,1397356
Arhar/Tur,Kharif     ,Maharashtra,1156.1,95702952,311736
Bajra,Kharif     ,Maharashtra,1156.1,159048104,518072
Cotton(lint),Whole Year ,Maharashtra,1156.1,2978059.64,9700.52
Gram,Kharif     ,Maharashtra,1156.1,68246407,222301
Jowar,Kharif     ,Maharashtra,1156.1,191596244,624092
Jowar,Rabi       ,Maharashtra,1156.1,331857790,1080970
Maize,Autumn     ,Maharashtra,1156.1,1998.57,6.51
Maize,Kharif     ,Maharashtra,1156.1,17853892,58156
Maize,Rabi       ,Maharashtra,1156.1,4358786,14198
Maize,Summer     ,Maharashtra,1156.1,713775,2325
Moong(Green Gram),Kharif     ,Maharashtra,1156.1,58253557,189751
Other  Rabi pulses,Rabi       ,Maharashtra,1156.1,1221031.1,3977.3
Ragi,Kharif     ,Maharashtra,1156.1,14903622,48546
Rice,Kharif     ,Maharashtra,1156.1,127432630,415090
Rice,Summer     ,Maharashtra,1156.1,31310.93,101.99
Sugarcane,Kharif     ,Maharashtra,1156.1,17444661,56823
Urad,Kharif     ,Maharashtra,1156.1,50002318,162874
Wheat,Rabi       ,Maharashtra,1156.1,71120541,231663
Arhar/Tur,Kharif     ,Mizoram,2644.2,7899.11,25.73
Coconut ,Kharif     ,Mizoram,2644.2,1427.55,4.65
Groundnut,Kharif     ,Mizoram,2644.2,11325.23,36.89
Maize,Kharif     ,Mizoram,2644.2,774683.8,2523.4
Maize,Rabi       ,Mizoram,2644.2,11420.4,37.2
Peas & beans (Pulses),Kharif     ,Mizoram,2644.2,21984.27,71.61
Rapeseed &Mustard,Kharif     ,Mizoram,2644.2,35593.58,115.94
Rapeseed &Mustard,Rabi       ,Mizoram,2644.2,199381.15,649.45
Rice,Whole Year ,Mizoram,2644.2,6482409.38,21115.34
Sesamum,Kharif     ,Mizoram,2644.2,437020.64,1423.52
Soyabean,Kharif     ,Mizoram,2644.2,98881.63,322.09
Sugarcane,Whole Year ,Mizoram,2644.2,119152.84,388.12
Sunflower,Kharif     ,Mizoram,2644.2,571.02,1.86
Tapioca,Whole Year ,Mizoram,2644.2,45491.26,148.18
Tobacco,Rabi       ,Mizoram,2644.2,35879.09,116.87
Wheat,Rabi       ,Mizoram,2644.2,2093.74,6.82
Arhar/Tur,Kharif     ,Punjab,690.1,1046870,3410
Bajra,Kharif     ,Punjab,690.1,761360,2480
Barley,Rabi       ,Punjab,690.1,3521290,11470
Cotton(lint),Whole Year ,Punjab,690.1,68903080,224440
Gram,Rabi       ,Punjab,690.1,1265761,4123
Groundnut,Kharif     ,Punjab,690.1,761360,2480
Maize,Kharif     ,Punjab,690.1,15703050,51150
Masoor,Rabi       ,Punjab,690.1,494884,1612
Moong(Green Gram),Whole Year ,Punjab,690.1,4691881,15283
Rapeseed &Mustard,Rabi       ,Punjab,690.1,6852240,22320
Rice,Kharif     ,Punjab,690.1,217082770,707110
Sesamum,Kharif     ,Punjab,690.1,1360931,4433
Sugarcane,Whole Year ,Punjab,690.1,11991420,39060
Urad,Kharif     ,Punjab,690.1,447299,1457
Wheat,Rabi       ,Punjab,690.1,314061000,1023000
Arhar/Tur,Kharif     ,Uttar Pradesh,473.9,44309343.77,144330.11
Bajra,Kharif     ,Uttar Pradesh,473.9,82248578.76,267910.68
Barley,Rabi       ,Uttar Pradesh,473.9,32075811.29,104481.47
Castor seed,Kharif     ,Uttar Pradesh,473.9,2188.91,7.13
Gram,Rabi       ,Uttar Pradesh,473.9,83922714.23,273363.89
Groundnut,Kharif     ,Uttar Pradesh,473.9,13189419.96,42962.28
Jowar,Kharif     ,Uttar Pradesh,473.9,37854914.37,123305.91
Linseed,Rabi       ,Uttar Pradesh,473.9,7778529.61,25337.23
Maize,Kharif     ,Uttar Pradesh,473.9,96844230.64,315453.52
Maize,Summer     ,Uttar Pradesh,473.9,988340.45,3219.35
Masoor,Rabi       ,Uttar Pradesh,473.9,48126993.15,156765.45
Moong(Green Gram),Kharif     ,Uttar Pradesh,473.9,2790003.72,9087.96
Moong(Green Gram),Summer     ,Uttar Pradesh,473.9,8228303.03,26802.29
Moth,Kharif     ,Uttar Pradesh,473.9,88812072.98,289290.14
Onion,Kharif     ,Uttar Pradesh,473.9,1917770.67,6246.81
Peas & beans (Pulses),Rabi       ,Uttar Pradesh,473.9,40676895.21,132498.03
Potato,Whole Year ,Uttar Pradesh,473.9,38090269.78,124072.54
Rapeseed &Mustard,Rabi       ,Uttar Pradesh,473.9,72238598.16,235304.88
Rice,Kharif     ,Uttar Pradesh,473.9,544993574.6,1775223.37
Rice,Summer     ,Uttar Pradesh,473.9,628788.19,2048.17
Sesamum,Kharif     ,Uttar Pradesh,473.9,10087734.49,32859.07
Small millets,Kharif     ,Uttar Pradesh,473.9,23253837.8,75745.4
Soyabean,Kharif     ,Uttar Pradesh,473.9,5021264.37,16355.91
Sugarcane,Kharif     ,Uttar Pradesh,473.9,639447.23,2082.89
Sugarcane,Whole Year ,Uttar Pradesh,473.9,188933672.9,615419.13
Sunflower,Rabi       ,Uttar Pradesh,473.9,2512963.85,8185.55
Urad,Kharif     ,Uttar Pradesh,473.9,30888184.86,100612.98
Urad,Summer     ,Uttar Pradesh,473.9,6854428.91,22327.13
Wheat,Rabi       ,Uttar Pradesh,473.9,871084157.8,2837407.68
Arhar/Tur,Kharif     ,Andhra Pradesh,1048.3,38611040,113332
Arhar/Tur,Rabi       ,Andhra Pradesh,1048.3,306280,899
Bajra,Kharif     ,Andhra Pradesh,1048.3,11856000,34800
Bajra,Rabi       ,Andhra Pradesh,1048.3,721240,2117
Castor seed,Kharif     ,Andhra Pradesh,1048.3,20125560,59073
Cotton(lint),Kharif     ,Andhra Pradesh,1048.3,126552920,371461
Dry chillies,Kharif     ,Andhra Pradesh,1048.3,15946320,46806
Dry chillies,Rabi       ,Andhra Pradesh,1048.3,6046560,17748
Gram,Kharif     ,Andhra Pradesh,1048.3,9880,29
Gram,Rabi       ,Andhra Pradesh,1048.3,14405040,42282
Groundnut,Kharif     ,Andhra Pradesh,1048.3,161498480,474034
Groundnut,Rabi       ,Andhra Pradesh,1048.3,35301240,103617
Horse-gram,Kharif     ,Andhra Pradesh,1048.3,1887080,5539
Horse-gram,Rabi       ,Andhra Pradesh,1048.3,9089600,26680
Jowar,Kharif     ,Andhra Pradesh,1048.3,35291360,103588
Jowar,Rabi       ,Andhra Pradesh,1048.3,39045760,114608
Maize,Kharif     ,Andhra Pradesh,1048.3,31112120,91321
Maize,Rabi       ,Andhra Pradesh,1048.3,8269560,24273
Mesta,Kharif     ,Andhra Pradesh,1048.3,6876480,20184
Moong(Green Gram),Kharif     ,Andhra Pradesh,1048.3,32930040,96657
Moong(Green Gram),Rabi       ,Andhra Pradesh,1048.3,13515840,39672
Other  Rabi pulses,Rabi       ,Andhra Pradesh,1048.3,345800,1015
Other Kharif pulses,Kharif     ,Andhra Pradesh,1048.3,958360,2813
Ragi,Kharif     ,Andhra Pradesh,1048.3,8654880,25404
Ragi,Rabi       ,Andhra Pradesh,1048.3,1521520,4466
Rice,Kharif     ,Andhra Pradesh,1048.3,277865120,815596
Rice,Rabi       ,Andhra Pradesh,1048.3,148614960,436218
Sesamum,Kharif     ,Andhra Pradesh,1048.3,4791800,14065
Sesamum,Rabi       ,Andhra Pradesh,1048.3,10937160,32103
Small millets,Kharif     ,Andhra Pradesh,1048.3,326040,957
Sugarcane,Whole Year ,Andhra Pradesh,1048.3,21113560,61973
Sunflower,Kharif     ,Andhra Pradesh,1048.3,20372560,59798
Sunflower,Rabi       ,Andhra Pradesh,1048.3,12221560,35873
Tobacco,Whole Year ,Andhra Pradesh,1048.3,19078280,55999
Urad,Kharif     ,Andhra Pradesh,1048.3,7459400,21895
Urad,Rabi       ,Andhra Pradesh,1048.3,35054240,102892
Wheat,Rabi       ,Andhra Pradesh,1048.3,1136200,3335
Arhar/Tur,Kharif     ,Bihar,1332.5,6498174.8,19073.59
Bajra,Kharif     ,Bihar,1332.5,610584,1792.2
Banana,Whole Year ,Bihar,1332.5,1753008.4,5145.47
Barley,Rabi       ,Bihar,1332.5,4041611.6,11863.03
Castor seed,Kharif     ,Bihar,1332.5,96330,282.75
Coriander,Whole Year ,Bihar,1332.5,293534.8,861.59
Cotton(lint),Kharif     ,Bihar,1332.5,4248.4,12.47
Dry chillies,Whole Year ,Bihar,1332.5,622835.2,1828.16
Garlic,Whole Year ,Bihar,1332.5,289187.6,848.83
Ginger,Whole Year ,Bihar,1332.5,78842.4,231.42
Gram,Rabi       ,Bihar,1332.5,10782439.2,31648.86
Groundnut,Kharif     ,Bihar,1332.5,479772.8,1408.24
Jowar,Kharif     ,Bihar,1332.5,260338,764.15
Jute,Kharif     ,Bihar,1332.5,14457206.4,42435.12
Linseed,Rabi       ,Bihar,1332.5,5737316,16840.3
Maize,Kharif     ,Bihar,1332.5,36508674.8,107161.09
Maize,Rabi       ,Bihar,1332.5,18783757.2,55134.51
Maize,Summer     ,Bihar,1332.5,14964149.2,43923.11
Mesta,Kharif     ,Bihar,1332.5,1922351.6,5642.53
Niger seed,Kharif     ,Bihar,1332.5,2572949.6,7552.18
Onion,Whole Year ,Bihar,1332.5,2016310.4,5918.32
Other  Rabi pulses,Rabi       ,Bihar,1332.5,55756100.4,163656.57
Other Kharif pulses,Kharif     ,Bihar,1332.5,15171530.4,44531.82
Potato,Whole Year ,Bihar,1332.5,17628686.4,51744.12
Ragi,Kharif     ,Bihar,1332.5,7115082,20884.35
Rapeseed &Mustard,Rabi       ,Bihar,1332.5,10596300,31102.5
Rice,Summer     ,Bihar,1332.5,13124196.8,38522.44
Rice,Winter     ,Bihar,1332.5,418362968.4,1227988.47
Safflower,Rabi       ,Bihar,1332.5,70444.4,206.77
Sannhamp,Whole Year ,Bihar,1332.5,414564.8,1216.84
Sesamum,Kharif     ,Bihar,1332.5,1804582,5296.85
Small millets,Kharif     ,Bihar,1332.5,3164366.4,9288.12
Sugarcane,Whole Year ,Bihar,1332.5,10565178,31011.15
Sunflower,Kharif     ,Bihar,1332.5,2259556,6632.3
Sweet potato,Whole Year ,Bihar,1332.5,1770990,5198.25
Tobacco,Whole Year ,Bihar,1332.5,1732655.6,5085.73
Turmeric,Whole Year ,Bihar,1332.5,306872.8,900.74
Urad,Kharif     ,Bihar,1332.5,2481460.8,7283.64
Wheat,Rabi       ,Bihar,1332.5,209587898,615187.15
Arhar/Tur,Kharif     ,Gujarat,775.6,35577880,104429
Bajra,Kharif     ,Gujarat,775.6,84533280,248124
Bajra,Summer     ,Gujarat,775.6,17981600,52780
Banana,Whole Year ,Gujarat,775.6,1817920,5336
Castor seed,Kharif     ,Gujarat,775.6,34412040,101007
Cotton(lint),Kharif     ,Gujarat,775.6,163859800,480965
Dry chillies,Whole Year ,Gujarat,775.6,1788280,5249
Garlic,Whole Year ,Gujarat,775.6,2796040,8207
Gram,Rabi       ,Gujarat,775.6,14217320,41731
